producto,categoria,material,anio,meta_recoleccion_pct,meta_valorizacion_pct,decreto,articulo,fuente,url,verificado_el,notas
envases,domiciliario,carton_para_liquidos,2025,11,11,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,metal,2025,12,12,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,papel_y_carton,2025,14,14,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,plastico,2025,8,8,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,vidrio,2025,19,19,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,carton_para_liquidos,2026,15,15,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,metal,2026,15,15,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,papel_y_carton,2026,18,18,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,plastico,2026,11,11,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,vidrio,2026,22,22,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28). Hasta 2026 se puede cubrir hasta un 50% de la meta con toneladas de otras subcategorias excluyendo el vidrio (art. 21 inciso 2).
envases,domiciliario,carton_para_liquidos,2027,19,19,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2027,17,17,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2027,23,23,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2027,14,14,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,vidrio,2027,26,26,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,carton_para_liquidos,2028,23,23,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2028,21,21,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2028,28,28,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2028,17,17,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,vidrio,2028,31,31,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,carton_para_liquidos,2029,27,27,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2029,25,25,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2029,34,34,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2029,20,20,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,vidrio,2029,37,37,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,carton_para_liquidos,2030,31,31,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2030,29,29,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2030,39,39,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2030,23,23,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,vidrio,2030,42,42,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,carton_para_liquidos,2031,36,36,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2031,32,32,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2031,45,45,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2031,27,27,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,vidrio,2031,47,47,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,carton_para_liquidos,2032,40,40,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2032,36,36,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2032,50,50,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2032,30,30,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,vidrio,2032,52,52,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,carton_para_liquidos,2033,50,50,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,metal,2033,45,45,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,papel_y_carton,2033,60,60,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
envases,domiciliario,plastico,2033,37,37,DS 12/2020 MMA,Art. 21 del DS 12/2020,Ministerio del Medio Ambiente - Manual Ley REP y los decretos de neumaticos y envases (julio 2025) - tabla oficial del decreto,https://economiacircular.mma.gob.cl/wp-content/uploads/2025/07/4.-Manual-Ley-REP.pdf,2026-09-15,Meta unica por subcategoria: la meta de recoleccion se entiende cumplida al momento de la valorizacion (art. 21). Solo se cumple con reciclaje material (art. 28).
